0,0,0,0,0,0,6,6,6,6,5,11,0,6,7,11,5,6,13,14,30,13,26,11,21,12,30,11,31,1,37,11,37,6,44,11,42,9,47,17,43,3,42,5,49,7,50,12,56,14,54,12,56,9,49,15,60,11,55,21,65,18,61,30,71,17,62,35,77,19,68,39,82,22,70,35,78,18,68,33,76,16,69,35,78,18,70,32,73,13,65,29,71,11,65,31,75,14,67,31,74,13,68,29,73,12,67,30,75,13,68,31,75,13,69,30,74,12,68,30,74,12,68,31,74,12,68,30,73,11,67,30,73,11,67,31,73,11,67,30,72,10,66,30,72,10,66,31,72,10,66,30,71,9,65,30,71,9,65,31,71,9,65,30,70,8,64,30,70,8,64,31,70,8,64,31,69,7,63,30,69,7,63,31,69,7,63,31,70,7,63,31,70,7,63,31,70,7,63,31
0,0,0,0,0,0,7,7,7,7,10,19,8,0,7,14,23,5,9,15,27,18,22,10,24,8,20,14,42,13,29,29,47,29,43,20,41,21,46,25,61,28,52,33,69,41,59,30,59,25,50,25,48,6,42,19,45,12,45,22,49,18,51,22,49,11,40,20,42,9,43,19,39,7,42,20,47,7,47,23,48,7,47,21,47,6,50,23,48,5,48,21,44,3,50,23,42,0,52,24,46,0,50,27,43,0,50,27,43,0,52,30,45,0,50,32,41,0,50,30,41,0,52,32,43,0,50,31,39,0,47,30,35,0,41,31,34,0,23,32,26,0,17,33,16,0,22,25,5,0,12,15,0,0,3,7,1,0,8,0,3,0,10,2,6,0,2,1,2,0,2,1,2,0,6,1,1,0,1,0,0,0,3,0,0,0,5,0,2,1,8,0,2,0,4,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,8,9,11,0,13,7,17,0,13,7,35,8,17,8,28,7,20,8,35,1,23,8,36,11,37,10,48,19,49,23,55,11,43,11,51,10,47,17,56,18,56,20,57,10,52,22,58,10,56,27,64,18,65,33,64,10,63,29,62,9,64,35,63,11,64,32,60,8,63,33,64,9,60,36,60,7,58,33,57,4,57,33,60,3,56,34,57,2,56,34,54,0,54,32,56,0,53,37,55,0,53,40,53,0,54,41,54,0,56,42,55,0,56,42,55,0,56,43,55,0,56,43,55,0,56,43,55,0,56,43,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44,55,0,56,44
0,0,0,0,0,0,3,3,3,3,6,13,7,0,4,7,13,0,9,7,29,12,17,12,18,9,18,10,33,6,26,17,39,19,45,19,49,24,53,21,54,20,49,22,52,15,50,11,48,7,45,13,52,10,48,17,56,16,52,16,53,9,48,22,57,12,54,25,61,12,53,25,55,7,54,26,60,9,59,28,62,10,62,26,59,7,62,27,59,6,62,30,60,5,61,31,59,4,61,31,60,4,60,31,60,4,60,32,59,3,59,32,58,2,58,32,57,1,57,33,56,0,56,33,56,0,56,34,56,0,56,35,56,0,56,36,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37,56,0,56,37
0,0,0,0,0,0,2,2,2,2,13,10,8,1,17,9,12,1,23,9,42,8,36,10,36,9,37,9,42,1,35,9,46,3,41,9,52,6,47,19,55,9,51,11,52,3,45,15,57,10,52,29,71,24,64,24,61,9,56,26,64,11,64,36,78,21,68,32,74,15,69,32,74,15,72,35,80,18,72,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35,80,18,75,35
0,0,0,0,0,0,7,7,7,9,9,17,3,0,6,9,12,2,9,9,23,14,23,12,16,7,22,11,31,7,29,23,32,23,49,24,41,26,56,27,54,27,53,30,63,35,60,30,64,33,58,23,61,25,54,27,69,33,63,29,64,26,57,26,54,9,46,25,54,17,54,28,61,21,62,34,65,17,62,32,59,17,62,29,56,12,58,26,56,9,59,30,58,11,62,28,56,9,60,26,55,7,57,30,53,7,58,28,51,4,59,30,52,3,59,29,52,2,58,30,49,0,56,29,49,0,56,31,49,0,56,33,50,0,56,34,50,0,56,36,50,0,56,36,50,0,55,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36,50,0,56,36
0,0,0,0,0,0,8,3,3,3,9,8,9,2,14,9,18,5,11,10,18,11,26,10,23,10,24,10,25,9,22,17,22,23,38,19,30,15,34,21,35,14,26,16,38,26,33,24,38,24,40,20,36,14,26,19,34,26,30,16,28,19,20,18,23,11,11,18,19,18,21,19,14,11,18,14,12,10,10,11,14,14,20,10,9,10,19,9,7,4,12,11,13,14,19,9,6,6,9,4,4,7,12,11,11,11,11,10,6,4,6,5,5,5,8,10,9,9,11,4,2,2,2,1,1,1,3,2,1,1,1,1,0,2,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,3,8,12,12,3,8,13,19,3,11,13,27,6,20,13,22,6,28,13,39,0,34,13,38,7,37,13,48,12,45,27,50,9,40,11,47,8,42,21,60,25,58,29,62,22,46,21,47,11,39,22,52,23,54,32,56,15,55,25,49,4,44,25,55,14,55,33,67,15,56,34,65,17,63,38,70,20,66,33,66,14,63,33,62,13,65,33,65,18,68,34,62,12,60,29,57,11,60,31,55,10,61,25,54,8,61,25,52,6,59,24,47,2,57,25,47,0,53,25,44,0,53,27,44,0,54,31,46,0,53,33,43,0,53,35,43,0,54,36,45,0,53,35,42,0,53,34,42,0,53,33,44,0,52,34,43,0,53,34,43,0,53,33,44,0,52,34,43,0,53,34,43,0,53,33,44,0,52,33,42,0,52,31,42,0,52,30,43,0,50,29
0,0,0,0,0,6,10,8,8,8,14,7,0,6,14,9,5,4,15,10,12,18,43,14,11,6,24,13,24,6,40,20,29,26,53,18,27,20,45,18,37,16,42,23,50,30,53,27,45,25,42,14,44,17,40,19,49,26,38,19,45,25,29,20,33,9,17,17,26,13,18,19,16,16,21,13,7,8,14,12,13,13,21,9,10,8,17,6,7,4,16,7,15,8,12,3,7,4,5,1,0,0,4,0,3,2,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,8,6,5,4,4,7,9,2,11,7,8,4,4,7,8,19,17,32,14,18,5,29,11,28,15,49,22,31,16,53,20,36,10,43,21,52,23,53,23,54,24,55,24,54,15,52,20,55,19,54,18,48,9,47,18,49,8,52,16,55,16,59,26,58,15,65,31,63,14,66,31,66,14,63,31,64,13,67,31,65,13,66,30,63,11,65,28,62,10,66,31,64,11,67,32,63,10,66,31,61,8,64,31,60,7,63,33,59,6,62,33,57,4,60,32,56,3,59,32,55,2,58,32,55,1,57,32,54,0,56,33,54,0,56,34,54,0,56,35,54,0,56,36,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37,54,0,56,37
